Level	Rule Name	Subject	Property	Value
INFO	lowercase_definition	overlaps [RO:0002131]	definition [IAO:0000115]	x overlaps y if and only if there exists some z such that x has part z and z part of y	
INFO	lowercase_definition	partially overlaps [RO:0002151]	definition [IAO:0000115]	x partially overlaps y iff there exists some z such that z is part of x and z is part of y, and it is also the case that neither x is part of y or y is part of x	
INFO	lowercase_definition	derived by descent from [RO:0002156]	definition [IAO:0000115]	d derived_by_descent_from a if d is specified by some genetic program that is sequence-inherited-from a genetic program that specifies a.	
INFO	lowercase_definition	has derived by descendant [RO:0002157]	definition [IAO:0000115]	inverse of derived by descent from	
INFO	lowercase_definition	shares ancestor with [RO:0002158]	definition [IAO:0000115]	two individual entities d1 and d2 stand in a shares_ancestor_with relation if and only if there exists some a such that d1 derived_by_descent_from a and d2 derived_by_descent_from a.	
INFO	lowercase_definition	only in taxon [RO:0002160]	definition [IAO:0000115]	x only in taxon y if and only if x is in taxon y, and there is no other organism z such that y!=z a and x is in taxon z.	
INFO	lowercase_definition	never in taxon [RO:0002161]	definition [IAO:0000115]	x never in taxon T if and only if T is a class, and x does not instantiate the class expression \"in taxon some T\". Note that this is a shortcut relation, and should be used as a hasValue restriction in OWL.	
INFO	lowercase_definition	in taxon [RO:0002162]	definition [IAO:0000115]	x is in taxon y if an only if y is an organism, and the relationship between x and y is one of: part of (reflexive), developmentally preceded by, derives from, secreted by, expressed.	
INFO	lowercase_definition	connected to [RO:0002170]	definition [IAO:0000115]	a is connected to b if and only if a and b are discrete structure, and there exists some connecting structure c, such that c connects a and b	
INFO	lowercase_definition	connects [RO:0002176]	definition [IAO:0000115]	c connects a if and only if there exist some b such that a and b are similar parts of the same system, and c connects b, specifically, c connects a with b. When one structure connects two others it unites some aspect of the function or role they play within the system.	
INFO	lowercase_definition	attached to part of [RO:0002177]	definition [IAO:0000115]	a is attached to part of b if a is attached to b, or a is attached to some p, where p is part of b.	
INFO	lowercase_definition	has component [RO:0002180]	definition [IAO:0000115]	w 'has component' p if w 'has part' p and w is such that it can be directly disassembled into into n parts p, p2, p3, ..., pn, where these parts are of similar type.	
INFO	lowercase_definition	phenotype of [RO:0002201]	definition [IAO:0000115]	inverse of has phenotype	
INFO	lowercase_definition	develops from [RO:0002202]	definition [IAO:0000115]	x develops from y if and only if either (a) x directly develops from y or (b) there exists some z such that x directly develops from z and z develops from y	
INFO	lowercase_definition	develops into [RO:0002203]	definition [IAO:0000115]	inverse of develops from	
INFO	lowercase_definition	gene product of [RO:0002204]	definition [IAO:0000115]	definition \"x has gene product of y if and only if y is a gene (SO:0000704) that participates in some gene expression process (GO:0010467) where the output of that process is either y or something that is ribosomally translated from x\"	
INFO	lowercase_definition	has gene product [RO:0002205]	definition [IAO:0000115]	x has gene product y if and only if x is a gene (SO:0000704) that participates in some gene expression process (GO:0010467) where the output of that process is either y or something that is ribosomally translated from y	
INFO	lowercase_definition	expressed in [RO:0002206]	definition [IAO:0000115]	x expressed in y if and only if there is a gene expression process (GO:0010467) that occurs in y, and one of the following holds: (i) x is a gene, and x is transcribed into a transcript as part of the gene expression process (ii) x is a transcript, and the transcription of x is part of the gene expression process (iii) x is a mature gene product such as a protein, and x was translated or otherwise processes from a transcript that was transcribed as part of this gene expression process	
INFO	lowercase_definition	has parasitoid [RO:0002209]	definition [IAO:0000115]	inverse of parasitoid of	
INFO	lowercase_definition	directly develops into [RO:0002210]	definition [IAO:0000115]	inverse of directly develops from	
INFO	lowercase_definition	regulates [RO:0002211]	definition [IAO:0000115]	process(P1) regulates process(P2) iff: P1 results in the initiation or termination of P2 OR affects the frequency of its initiation or termination OR affects the magnitude or rate of output of P2.	
INFO	lowercase_definition	has prototype [RO:0002214]	definition [IAO:0000115]	x has prototype y if and only if x is an instance of C and y is a prototypical instance of C. For example, every instance of heart, both normal and abnormal is related by the has prototype relation to some instance of a \"canonical\" heart, which participates in blood circulation.	
INFO	lowercase_definition	capable of part of [RO:0002216]	definition [IAO:0000115]	c stands in this relationship to p if and only if there exists some p' such that c is capable_of p', and p' is part_of p.	
INFO	lowercase_definition	obsolete has active participant [RO:0002218]	definition [IAO:0000115]	x has participant y if and only if x realizes some active role that inheres in y	
INFO	lowercase_definition	surrounded by [RO:0002219]	definition [IAO:0000115]	x surrounded_by y if and only if (1) x is adjacent to y and for every region r that is adjacent to x, r overlaps y (2) the shared boundary between x and y occupies the majority of the outermost boundary of x	
INFO	lowercase_definition	adjacent to [RO:0002220]	definition [IAO:0000115]	x adjacent to y if and only if x and y share a boundary.	
INFO	lowercase_definition	surrounds [RO:0002221]	definition [IAO:0000115]	inverse of surrounded by	
INFO	lowercase_definition	starts [RO:0002223]	definition [IAO:0000115]	inverse of starts with	
INFO	lowercase_definition	starts with [RO:0002224]	definition [IAO:0000115]	x starts with y if and only if x has part y and the time point at which x starts is equivalent to the time point at which y starts. Formally: α(y) = α(x) ∧ ω(y) < ω(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.	
INFO	lowercase_definition	develops from part of [RO:0002225]	definition [IAO:0000115]	x develops from part of y if and only if there exists some z such that x develops from z and z is part of y	
INFO	lowercase_definition	develops in [RO:0002226]	definition [IAO:0000115]	x develops_in y if x is located in y whilst x is developing	
INFO	lowercase_definition	ends [RO:0002229]	definition [IAO:0000115]	inverse of ends with	
INFO	lowercase_definition	ends with [RO:0002230]	definition [IAO:0000115]	x ends with y if and only if x has part y and the time point at which x ends is equivalent to the time point at which y ends. Formally: α(y) > α(x) ∧ ω(y) = ω(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.	
INFO	lowercase_definition	has start location [RO:0002231]	definition [IAO:0000115]	x 'has starts location' y if and only if there exists some process z such that x 'starts with' z and z 'occurs in' y	
INFO	lowercase_definition	has end location [RO:0002232]	definition [IAO:0000115]	x 'has end location' y if and only if there exists some process z such that x 'ends with' z and z 'occurs in' y	
INFO	lowercase_definition	has input [RO:0002233]	definition [IAO:0000115]	p has input c iff: p is a process, c is a material entity, c is a participant in p, c is present at the start of p, and the state of c is modified during p.	
INFO	lowercase_definition	has output [RO:0002234]	definition [IAO:0000115]	p has output c iff c is a participant in p, c is present at the end of p, and c is not present at the beginning of p.	
INFO	lowercase_definition	over-expressed in [RO:0002245]	definition [IAO:0000115]	g is over-expressed in t iff g is expressed in t, and the expression level of g is increased relative to some background.	
INFO	lowercase_definition	under-expressed in [RO:0002246]	definition [IAO:0000115]	g is under-expressed in t iff g is expressed in t, and the expression level of g is decreased relative to some background.	
INFO	lowercase_definition	active ingredient in\' [RO:0002249]	definition [IAO:0000115]	inverse of has active ingredient	
INFO	lowercase_definition	connecting branch of [RO:0002252]	definition [IAO:0000115]	b connecting-branch-of s iff b is connected to s, and there exists some tree-like structure t such that the mereological sum of b plus s is either the same as t or a branching-part-of t.	
INFO	lowercase_definition	has connecting branch [RO:0002253]	definition [IAO:0000115]	inverse of connecting branch of	
INFO	lowercase_definition	has developmental contribution from [RO:0002254]	definition [IAO:0000115]	x has developmental contribution from y iff x has some part z such that z develops from y@en	
INFO	lowercase_definition	developmentally contributes to [RO:0002255]	definition [IAO:0000115]	inverse of has developmental contribution from	
INFO	lowercase_definition	developmentally induced by [RO:0002256]	definition [IAO:0000115]	t1 induced_by t2 if there is a process of developmental induction (GO:0031128) with t1 and t2 as interacting participants. t2 causes t1 to change its fate from a precursor anatomical structure type T to T', where T' develops_from T	
INFO	lowercase_definition	has biological role [RO:0002260]	definition [IAO:0000115]	c has-biological-role r iff c has-role r and r is a biological role (CHEBI:24432)	
INFO	lowercase_definition	has application role [RO:0002261]	definition [IAO:0000115]	c has-application-role r iff c has-role r and r is an application role (CHEBI:33232)	
INFO	lowercase_definition	has chemical role [RO:0002262]	definition [IAO:0000115]	c has-chemical-role r iff c has-role r and r is a chemical role (CHEBI:51086)	
INFO	lowercase_definition	acts upstream of [RO:0002263]	definition [IAO:0000115]	c acts upstream of p if and only if c enables some f that is involved in p' and p' occurs chronologically before p, is not part of p, and affects the execution of p. c is a material entity and f, p, p' are processes.	
INFO	lowercase_definition	acts upstream of or within [RO:0002264]	definition [IAO:0000115]	c acts upstream of or within p if c is enables f, and f is causally upstream of or within p. c is a material entity and p is an process.	
INFO	lowercase_definition	developmentally replaces [RO:0002285]	definition [IAO:0000115]	x developmentally replaces y if and only if there is some developmental process that causes x to move or to cease to exist, and for the site that was occupied by x to become occupied by y, where y either comes into existence in this site or moves to this site from somewhere else	
INFO	lowercase_definition	ubiquitously expressed in [RO:0002291]	definition [IAO:0000115]	x is ubiquitously expressed in y if and only if x is expressed in y, and the majority of cells in y express x	
INFO	lowercase_definition	ubiquitously expresses [RO:0002293]	definition [IAO:0000115]	inverse of ubiquiotously expressed in	
INFO	lowercase_definition	results in developmental progression of [RO:0002295]	definition [IAO:0000115]	p results in the developmental progression of s iff p is a developmental process and s is an anatomical structure and p causes s to undergo a change in state at some point along its natural developmental cycle (this cycle starts with its formation, through the mature structure, and ends with its loss).	
INFO	lowercase_definition	results in development of [RO:0002296]	definition [IAO:0000115]	p 'results in development of' c if and only if p is a developmental process and p results in the state of c changing from its initial state as a primordium or anlage through its mature state and to its final state.	
INFO	lowercase_definition	has habitat [RO:0002303]	definition [IAO:0000115]	x 'has habitat' y if and only if: x is an organism, y is a habitat, and y can sustain and allow the growth of a population of xs.	
INFO	lowercase_definition	inheres in part of [RO:0002314]	definition [IAO:0000115]	q inheres in part of w if and only if there exists some p such that q inheres in p and p part of w.	
INFO	lowercase_definition	colocalizes with [RO:0002325]	definition [IAO:0000115]	a colocalizes_with b if and only if  a is transiently or peripherally associated with b[GO].	
INFO	lowercase_definition	part of structure that is capable of [RO:0002329]	definition [IAO:0000115]	this relation holds between c and p when c is part of some c', and c' is capable of p.	
INFO	lowercase_definition	genomically related to [RO:0002330]	definition [IAO:0000115]	holds between two entities when some genome-level process such as gene expression is involved. This includes transcriptional, spliceosomal events. These relations can be used between either macromolecule entities (such as regions of nucleic acid) or between their abstract informational counterparts.	
INFO	lowercase_definition	involved in [RO:0002331]	definition [IAO:0000115]	c involved_in p if and only if c enables some process p', and p' is part of p	
INFO	lowercase_definition	regulates levels of [RO:0002332]	definition [IAO:0000115]	p regulates levels of c if p regulates some amount (PATO:0000070) of c	
INFO	lowercase_definition	enabled by [RO:0002333]	definition [IAO:0000115]	inverse of enables	
INFO	lowercase_definition	regulated by [RO:0002334]	definition [IAO:0000115]	inverse of regulates	
INFO	lowercase_definition	negatively regulated by [RO:0002335]	definition [IAO:0000115]	inverse of negatively regulates	
INFO	lowercase_definition	positively regulated by [RO:0002336]	definition [IAO:0000115]	inverse of positively regulates	
INFO	lowercase_definition	results in commitment to [RO:0002348]	definition [IAO:0000115]	p 'results in commitment to' c if and only if p is a developmental process and c is a cell and p results in the state of c changing such that is can only develop into a single cell type.	
INFO	lowercase_definition	results in determination of [RO:0002349]	definition [IAO:0000115]	p 'results in determination of' c if and only if p is a developmental process and c is a cell and p results in the state of c changing to be determined. Once a cell becomes determined, it becomes committed to differentiate down a particular pathway regardless of its environment.	
INFO	lowercase_definition	member of [RO:0002350]	definition [IAO:0000115]	is member of is a mereological relation between a item and a collection.	
INFO	lowercase_definition	has member [RO:0002351]	definition [IAO:0000115]	has member is a mereological relation between a collection and an item.	
INFO	lowercase_definition	input of [RO:0002352]	definition [IAO:0000115]	inverse of has input	
INFO	lowercase_definition	output of [RO:0002353]	definition [IAO:0000115]	inverse of has output	
INFO	lowercase_definition	results in developmental induction of [RO:0002357]	definition [IAO:0000115]	p results in developmental induction of c if and only if p is a collection of cell-cell signaling processes that signal to a neighbouring tissue that is the precursor of the mature c, where the signaling results in the commitment to cell types necessary for the formation of c.	
INFO	lowercase_definition	attached to [RO:0002371]	definition [IAO:0000115]	a is attached to b if and only if a and b are discrete objects or object parts, and there are physical connections between a and b such that a force pulling a will move b, or a force pulling b will move a	
INFO	lowercase_definition	has muscle origin [RO:0002372]	definition [IAO:0000115]	m has_muscle_origin s iff m is attached_to s, and it is the case that when m contracts, s does not move. The site of the origin tends to be more proximal and have greater mass than what the other end attaches to.@en	
INFO	lowercase_definition	has muscle insertion [RO:0002373]	definition [IAO:0000115]	m has_muscle_insertion s iff m is attaches_to s, and it is the case that when m contracts, s moves. Insertions are usually connections of muscle via tendon to bone.@en	
INFO	lowercase_definition	derived from ancestral fusion of [RO:0002374]	definition [IAO:0000115]	x has_fused_element y iff: there exists some z : x has_part z, z homologous_to y, and y is a distinct element, the boundary between x and z is largely fiat@en	
INFO	lowercase_definition	tributary of [RO:0002376]	definition [IAO:0000115]	x tributary_of y if and only if x a channel for the flow of a substance into y, where y is larger than x. If x and y are hydrographic features, then y is the main stem of a river, or a lake or bay, but not the sea or ocean. If x and y are anatomical, then y is a vein.	
INFO	lowercase_definition	distributary of [RO:0002377]	definition [IAO:0000115]	x distributary_of y if and only if x is capable of channeling the flow of a substance to y, where y channels less of the substance than x	
INFO	lowercase_definition	anabranch of [RO:0002378]	definition [IAO:0000115]	x anabranch_of y if x is a distributary of y (i.e. it channels a from a larger flow from y) and x ultimately channels the flow back into y.	
INFO	lowercase_definition	spatially coextensive with [RO:0002379]	definition [IAO:0000115]	x spatially_coextensive_with y if and inly if x and y have the same location	
INFO	lowercase_definition	branching part of [RO:0002380]	definition [IAO:0000115]	x is a branching part of y if and only if x is part of y and x is connected directly or indirectly to the main stem of y	
INFO	lowercase_definition	main stem of [RO:0002381]	definition [IAO:0000115]	x main_stem_of y if y is a branching structure and x is a channel that traces a linear path through y, such that x has higher capacity than any other such path.	
INFO	lowercase_definition	proper distributary of [RO:0002382]	definition [IAO:0000115]	x proper_distributary_of y iff x distributary_of y and x does not flow back into y	
INFO	lowercase_definition	proper tributary of [RO:0002383]	definition [IAO:0000115]	x proper_tributary_of y iff x tributary_of y and x does not originate from y	
INFO	lowercase_definition	has developmental potential involving [RO:0002384]	definition [IAO:0000115]	x has developmental potential involving y iff x is capable of a developmental process with output y. y may be the successor of x, or may be a different structure in the vicinity (as for example in the case of developmental induction).@en	
INFO	lowercase_definition	has potential to developmentally contribute to [RO:0002385]	definition [IAO:0000115]	x has potential to developmentrally contribute to y iff x developmentally contributes to y or x is capable of developmentally contributing to y@en	
INFO	lowercase_definition	has potential to developmentally induce [RO:0002386]	definition [IAO:0000115]	x has potential to developmentally induce y iff x developmentally induces y or x is capable of developmentally inducing y@en	
INFO	lowercase_definition	has potential to develop into [RO:0002387]	definition [IAO:0000115]	x has the potential to develop into y iff x develops into y or if x is capable of developing into y@en	
INFO	lowercase_definition	has potential to directly develop into [RO:0002388]	definition [IAO:0000115]	x has potential to directly develop into y iff x directly develops into y or x is capable of directly developing into y@en	
INFO	lowercase_definition	has direct input [RO:0002400]	definition [IAO:0000115]	p has direct input c iff c is a participant in p, c is present at the start of p, and the state of c is modified during p.	
INFO	lowercase_definition	obsolete has direct output [RO:0002402]	definition [IAO:0000115]	p has direct input c iff c is a participanti n p, c is present at the end of p, and c is not present at the beginning of c. 	
INFO	lowercase_definition	causally downstream of [RO:0002404]	definition [IAO:0000115]	inverse of upstream of	
INFO	lowercase_definition	directly activates [RO:0002406]	definition [IAO:0000115]	p directly activates q if and only if p is immediately upstream of q and p is the realization of a function to increase the rate or activity of q	
INFO	lowercase_definition	indirectly activates [RO:0002407]	definition [IAO:0000115]	p indirectly activates q if and only if p is upstream of q and there is a chain of directly activates relationships connecting p and q, where the chain is of length greater than one.	
INFO	lowercase_definition	causally upstream of [RO:0002411]	definition [IAO:0000115]	p is causally upstream of q if and only if p precedes q and p and q are linked in a causal chain	
INFO	lowercase_definition	immediately causally upstream of [RO:0002412]	definition [IAO:0000115]	p is immediately causally upstream of q iff both (a) p immediately precedes q and (b) p is causally upstream of q. In addition, the output of p  must be an input of q.	
INFO	lowercase_definition	directly provides input for [RO:0002413]	definition [IAO:0000115]	p1 directly provides input for p2 iff there exists some c such that p1 has_output c and p2 has_input c	
INFO	lowercase_definition	transitively provides input for [RO:0002414]	definition [IAO:0000115]	transitive form of directly_provides_input_for	
INFO	lowercase_definition	causally upstream of or within [RO:0002418]	definition [IAO:0000115]	p 'causally upstream or within' q iff (1) the end of p is before the end of q and (2) the execution of p exerts some causal influence over the outputs of q; i.e. if p was abolished or the outputs of p were to be modified, this would necessarily affect q.	
INFO	lowercase_definition	causally downstream of or within [RO:0002427]	definition [IAO:0000115]	inverse of causally upstream of or within	
INFO	lowercase_definition	involved in regulation of [RO:0002428]	definition [IAO:0000115]	c involved in regulation of p if c is involved in some p' and p' regulates some p	
INFO	lowercase_definition	involved in positive regulation of [RO:0002429]	definition [IAO:0000115]	c involved in regulation of p if c is involved in some p' and p' positively regulates some p	
INFO	lowercase_definition	involved in negative regulation of [RO:0002430]	definition [IAO:0000115]	c involved in regulation of p if c is involved in some p' and p' negatively regulates some p	
INFO	lowercase_definition	involved in or involved in regulation of [RO:0002431]	definition [IAO:0000115]	c involved in or regulates p if and only if either (i) c is involved in p or (ii) c is involved in regulation of p	
INFO	lowercase_definition	is active in [RO:0002432]	definition [IAO:0000115]	c executes activity in d if and only if c enables p and p occurs_in d.  Assuming no action at a distance by gene products, if a gene product enables (is capable of) a process that occurs in some structure, it must have at least some part in that structure.	
INFO	lowercase_definition	contributes to morphology of [RO:0002433]	definition [IAO:0000115]	p contributes to morphology of w if and only if a change in the morphology of p entails a change in the morphology of w. Examples: every skull contributes to morphology of the head which it is a part of. Counter-example: nuclei do not generally contribute to the morphology of the cell they are part of, as they are buffered by cytoplasm.	
INFO	lowercase_definition	preyed upon by [RO:0002458]	definition [IAO:0000115]	inverse of preys on	
INFO	lowercase_definition	composed primarily of [RO:0002473]	definition [IAO:0000115]	x composed_primarily_of y if and only if more than half of the mass of x is made from y or units of the same type as y.	
INFO	lowercase_definition	child nucleus of [RO:0002476]	definition [IAO:0000115]	c is a child nucleus of d if and only if c and d are both nuclei and parts of cells c' and d', where c' is derived from d' by mitosis and the genetic material in c is a copy of the generic material in d	
INFO	lowercase_definition	has part that occurs in [RO:0002479]	definition [IAO:0000115]	p has part that occurs in c if and only if there exists some p1, such that p has_part p1, and p1 occurs in c.	
INFO	lowercase_definition	existence starts during [RO:0002488]	definition [IAO:0000115]	x existence starts during y if and only if the time point at which x starts is after or equivalent to the time point at which y starts and before or equivalent to the time point at which y ends. Formally: x existence starts during y iff α(x) >= α(y) & α(x) <= ω(y).	
INFO	lowercase_definition	existence starts with [RO:0002489]	definition [IAO:0000115]	x starts ends with y if and only if the time point at which x starts is equivalent to the time point at which y starts. Formally: x existence starts with y iff α(x) = α(y).	
INFO	lowercase_definition	existence overlaps [RO:0002490]	definition [IAO:0000115]	x existence overlaps y if and only if either (a) the start of x is part of y or (b) the end of x is part of y. Formally: x existence starts and ends during y iff (α(x) >= α(y) & α(x) <= ω(y)) OR (ω(x) <= ω(y) & ω(x) >= α(y))	
INFO	lowercase_definition	existence starts and ends during [RO:0002491]	definition [IAO:0000115]	x existence starts and ends during y if and only if the start of x is part of y and the end of x is part of y. Formally: x existence starts and ends during y iff α(x) >= α(y) & α(x) <= ω(y) & ω(x) <= ω(y) & ω(x) >= α(y)	
INFO	lowercase_definition	existence ends during [RO:0002492]	definition [IAO:0000115]	x existence ends during y if and only if the time point at which x ends is before or equivalent to the time point at which y ends and after or equivalent to the point at which y starts. Formally: x existence ends during y iff ω(x) <= ω(y) and ω(x) >= α(y).	
INFO	lowercase_definition	existence ends with [RO:0002493]	definition [IAO:0000115]	x existence ends with y if and only if the time point at which x ends is equivalent to the time point at which y ends. Formally: x existence ends with y iff ω(x) = ω(y).	
INFO	lowercase_definition	transformation of [RO:0002494]	definition [IAO:0000115]	x transformation of y if x is the immediate transformation of y, or is linked to y through a chain of transformation relationships	
INFO	lowercase_definition	immediate transformation of [RO:0002495]	definition [IAO:0000115]	x immediate transformation of y iff x immediately succeeds y temporally at a time boundary t, and all of the matter present in x at t is present in y at t, and all the matter in y at t is present in x at t	
INFO	lowercase_definition	existence starts during or after [RO:0002496]	definition [IAO:0000115]	x existence starts during or after y if and only if the time point at which x starts is after or equivalent to the time point at which y starts. Formally: x existence starts during or after y iff α (x) >= α (y).	
INFO	lowercase_definition	existence ends during or before [RO:0002497]	definition [IAO:0000115]	x existence ends during or before y if and only if the time point at which x ends is before or equivalent to the time point at which y ends.	
INFO	lowercase_definition	causal relation between processes [RO:0002501]	definition [IAO:0000115]	p is causally related to q if and only if p or any part of p and q or any part of q are linked by a chain of events where each event pair is one of direct activation or direct inhibition. p may be upstream, downstream, part of or a container of q.	
INFO	lowercase_definition	towards [RO:0002503]	definition [IAO:0000115]	q towards e2 if and only if q is a relational quality such that q inheres-in some e, and e != e2 and q is dependent on e2	
INFO	lowercase_definition	has intermediate [RO:0002505]	definition [IAO:0000115]	p has intermediate c if and only if p has parts p1, p2 and p1 has output c, and p2 has input c	
INFO	lowercase_definition	determined by [RO:0002507]	definition [IAO:0000115]	s determined by f if and only if s is a type of system, and f is a material entity that is part of s, such that f exerts a strong causal influence on the functioning of s, and the removal of f would cause the collapse of s.	
INFO	lowercase_definition	determines [RO:0002508]	definition [IAO:0000115]	inverse of determined by	
INFO	lowercase_definition	determined by part of [RO:0002509]	definition [IAO:0000115]	s 'determined by part of' w if and only if there exists some f such that (1) s 'determined by' f and (2) f part_of w, or f=w.	
INFO	lowercase_definition	transcribed from [RO:0002510]	definition [IAO:0000115]	x is transcribed from y if and only if x is synthesized from template y	
INFO	lowercase_definition	transcribed to [RO:0002511]	definition [IAO:0000115]	inverse of transcribed from	
INFO	lowercase_definition	ribosomal translation of [RO:0002512]	definition [IAO:0000115]	x is the ribosomal translation of y if and only if a ribosome reads x through a series of triplet codon-amino acid adaptor activities (GO:0030533) and produces y	
INFO	lowercase_definition	ribosomally translates to [RO:0002513]	definition [IAO:0000115]	inverse of ribosomal translation of	
INFO	lowercase_definition	sequentially adjacent to [RO:0002515]	definition [IAO:0000115]	x is sequentially adjacent to y iff x and y do not overlap and if there are no base units intervening between x and y	
INFO	lowercase_definition	has start sequence [RO:0002516]	definition [IAO:0000115]	x has start sequence y if the start of x is identical to the start of y, and x has y as a subsequence	
INFO	lowercase_definition	is start sequence of [RO:0002517]	definition [IAO:0000115]	inverse of has start sequence	
INFO	lowercase_definition	has end sequence [RO:0002518]	definition [IAO:0000115]	x has end sequence y if the end of x is identical to the end of y, and x has y as a subsequence	
INFO	lowercase_definition	is end sequence of [RO:0002519]	definition [IAO:0000115]	inverse of has end sequence	
INFO	lowercase_definition	is consecutive sequence of [RO:0002520]	definition [IAO:0000115]	x is a consecutive sequence of y iff x has subsequence y, and all the parts of x are made of zero or more repetitions of y or sequences as the same type as y.	
INFO	lowercase_definition	is sequentially aligned with [RO:0002521]	definition [IAO:0000115]	x is sequentially aligned with if a significant portion bases of x and y correspond in terms of their base type and their relative ordering	
INFO	lowercase_definition	bounds sequence of [RO:0002522]	definition [IAO:0000115]	x bounds the sequence of y iff the upstream-most part of x is upstream of or coincident with the upstream-most part of y, and the downstream-most part of x is downstream of or coincident with the downstream-most part of y	
INFO	lowercase_definition	is bound by sequence of [RO:0002523]	definition [IAO:0000115]	inverse of bounds sequence of	
INFO	lowercase_definition	has subsequence [RO:0002524]	definition [IAO:0000115]	x has subsequence y iff all of the sequence parts of x are sequence parts of y	
INFO	lowercase_definition	is subsequence of [RO:0002525]	definition [IAO:0000115]	inverse of has subsequence	
INFO	lowercase_definition	overlaps sequence of [RO:0002526]	definition [IAO:0000115]	x overlaps the sequence of x if and only if x has a subsequence z and z is a subsequence of y.	
INFO	lowercase_definition	does not overlap sequence of [RO:0002527]	definition [IAO:0000115]	x does not overlaps the sequence of x if and only if there is no z such that x has a subsequence z and z is a subsequence of y.	
INFO	lowercase_definition	is upstream of sequence of [RO:0002528]	definition [IAO:0000115]	inverse of downstream of sequence of	
INFO	lowercase_definition	is downstream of sequence of [RO:0002529]	definition [IAO:0000115]	x is downstream of the sequence of y iff either (1) x and y have sequence units, and all units of x are downstream of all units of y, or (2) x and y are sequence units, and x is either immediately downstream of y, or transitively downstream of y.	
INFO	lowercase_definition	is immediately downstream of sequence of [RO:0002530]	definition [IAO:0000115]	x is immediately downstream of the sequence of y iff either (1) x and y have sequence units, and all units of x are downstream of all units of y, and x is sequentially adjacent to y, or (2) x and y are sequence units, in which case the immediately downstream relation is primitive and defined by context: for DNA bases, y would be adjacent and 5' to y	
INFO	lowercase_definition	is immediately upstream of sequence of [RO:0002531]	definition [IAO:0000115]	inverse of immediately downstream of	
INFO	lowercase_definition	results in ending of [RO:0002552]	definition [IAO:0000115]	p results in the end of s if p results in a change of state in s whereby s either ceases to exist, or s becomes functionally impaired or s has its fate committed such that it is put on a path to be degraded.	
INFO	lowercase_definition	hyperparasite of [RO:0002553]	definition [IAO:0000115]	x is a hyperparasite of y iff x is a parasite of a parasite of the target organism y	
INFO	lowercase_definition	hyperparasitized by [RO:0002554]	definition [IAO:0000115]	inverse of hyperparasite of	
INFO	lowercase_definition	has evidence [RO:0002558]	definition [IAO:0000115]	inverse of is evidence for	
INFO	lowercase_definition	has muscle antagonist [RO:0002568]	definition [IAO:0000115]	m1 has_muscle_antagonist m2 iff m1 has_muscle_insertion s, m2 has_muscle_insection s, m1 acts in opposition to m2, and m2 is responsible for returning the structure to its initial position.	
INFO	lowercase_definition	has branching part [RO:0002569]	definition [IAO:0000115]	inverse of branching part of	
INFO	lowercase_definition	conduit for [RO:0002570]	definition [IAO:0000115]	x is a conduit for y iff y overlaps through the lumen_of of x, and y has parts on either side of the lumen of x.	
INFO	lowercase_definition	lumen of [RO:0002571]	definition [IAO:0000115]	x lumen_of y iff x is the space or substance that is part of y and does not cross any of the inner membranes or boundaries of y that is maximal with respect to the volume of the convex hull.	
INFO	lowercase_definition	luminal space of [RO:0002572]	definition [IAO:0000115]	s is luminal space of x iff s is lumen_of x and s is an immaterial entity	
INFO	lowercase_definition	is direct form of [RO:0002575]	definition [IAO:0000115]	relation p is the direct form of relation q iff p is a subPropertyOf q, p does not have the Transitive characteristic, q does have the Transitive characteristic, and for all x, y: x q y -> exists z1, z2, ..., zn such that x p z1 ... z2n y	
INFO	lowercase_definition	skeleton of [RO:0002576]	definition [IAO:0000115]	inverse of has skeleton	
INFO	lowercase_definition	is indirect form of [RO:0002579]	definition [IAO:0000115]	relation p is the indirect form of relation q iff p is a subPropertyOf q, and there exists some p' such that p' is the direct form of q, p' o p' -> p, and forall x,y : x q y -> either (1) x p y or (2) x p' y	
INFO	lowercase_definition	existence starts at end of [RO:0002583]	definition [IAO:0000115]	holds between x and y if and only if the time point at which x starts is equivalent to the time point at which y ends. Formally: iff α(x) = ω(y).	
INFO	lowercase_definition	has part structure that is capable of [RO:0002584]	definition [IAO:0000115]	s 'has part structure that is capable of' p if and only if there exists some part x such that s 'has part' x and x 'capable of' p	
INFO	lowercase_definition	results in breakdown of [RO:0002586]	definition [IAO:0000115]	p results in breakdown of c if and only if the execution of p leads to c no longer being present at the end of p	
INFO	lowercase_definition	results in catabolism of [RO:0002589]	definition [IAO:0000115]	p results in catabolism of c if and only if p is a catabolic process, and the execution of p results in c being broken into smaller parts with energy being released.	
INFO	lowercase_definition	results in organization of [RO:0002592]	definition [IAO:0000115]	p results in organization of c iff p results in the assembly, arrangement of constituent parts, or disassembly of c	
INFO	lowercase_definition	existence ends at start of [RO:0002593]	definition [IAO:0000115]	holds between x and y if and only if the time point at which x ends is equivalent to the time point at which y starts. Formally: iff ω(x) = α(y).	
INFO	lowercase_definition	is approximately equivalent to [RO:0002603]	definition [IAO:0000115]	x is approximately equivalent to y if it is the case that x is equivalent, identical or near-equivalent to y	
